cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,0.0735403694694221,0.0749820387661793,0.109758183671007,NaN
cell11,0.0650895508383844,0.07034911400173,0.0638594191522495,0.0868689268436978
cell2,0.011004972073475,0.0317166735398255,0.0388780610566161,0.0448099875311537
cell3,0.0182693359565842,0.0271119635208238,0.0250691416934966,NaN
cell6,0.00273998214644773,0.00324674439949997,0.0135973943979446,0.018833317968116
cell8,0.0359509807537187,0.0268620666901527,0.0571182882323467,NaN
