cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,8.90787907088643e-05,8.08919450799951e-05,1.38756635826455e-06,NaN
cell11,0.000309149651975311,0.000156563639136094,0.000107375610954995,4.66366874988188e-05
cell2,0.275523472630564,0.0242715131142317,0.0102233949666377,0.00455159493150187
cell3,0.0759214216743029,0.0218684177003369,0.0284764003384407,NaN
cell6,0.425470598002824,0.385900455058599,0.201531372240251,0.107097192701521
cell8,0.0350807782091426,0.0839597042112046,0.00505927510534951,NaN
