cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,0.000622552776408951,0.0129681737774963,0.0178442508641538,NaN
cell11,2.18010025156209e-05,0.176777520150527,0.387654416343048,0.587055077424058
cell2,0.00365943881438697,0.573520553394232,0.425400179304322,0.406153201279714
cell3,0.0006022815665569,0.0390968559994018,0.0460321434344728,NaN
cell6,0.551742144517562,0.256222058097045,0.335669958564736,0.563856618281238
cell8,0.00539311880826949,0.519652639952614,0.515514621193786,NaN
