cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,0.0532580121825968,0.0403580202151095,0.0202300683256049,NaN
cell11,0.0665531325467104,0.0201118113210168,0.00327151402453449,0.00287374025608533
cell2,0.0453743517026567,0.00572546759441979,0.00170755928588974,0.00193386496504157
cell3,0.0270129040023978,0.0134208741484271,0.0105596999446274,NaN
cell6,0.00183034962511853,0.00316749996737961,0.00223267695300568,0.00741300701433029
cell8,0.0347252258703094,0.00276553762476994,0.00368404804562187,NaN
