cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,0.054191834644736,0.0754832855787696,0.134349500238991,NaN
cell11,0.0624433872723776,0.0596276410218039,0.0969120908350989,0.120624254515865
cell2,0.00546750295342634,0.044305203539426,0.0892374451613808,0.0683749355436903
cell3,0.00827121410677369,0.0284811851995726,0.0395483026093881,NaN
cell6,0.00141221096497055,0.00267980475570841,0.00503037465887267,0.0119783603383228
cell8,0.0526792192656859,0.0223425621581149,0.0642864497880389,NaN
