cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,0.0596876738238055,0.012360569052659,0.0236965141007569,NaN
cell11,0.0382972380612009,0.00725128061486902,0.00240834439718072,0.00115206277688675
cell2,0.0300251028807728,0.0103353790930529,0.00349134884362592,0.00140432724848645
cell3,0.0310990855483671,0.00121913992978387,0.00398666724955821,NaN
cell6,0.0855211930640949,0.0106205927479439,0.0025833599536936,0.00563269992210927
cell8,0.0337658653358272,0.0189103329606799,0.00809285847087746,NaN
