cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,0.0586903495810518,0.0373161294315728,0.0278523377619853,NaN
cell11,0.0823891889985866,0.0174324296590855,0.00263897412522763,0.00103992785467932
cell2,0.0559733854200757,0.00135736698126826,0.00276237973017265,0.00298834721505531
cell3,0.0507141505301493,0.0291661375021776,0.0213712430771756,NaN
cell6,0.00150396768758985,0.0116271035882878,0.00916974022126101,0.00141812728563613
cell8,0.066051524811238,0.00224456903577937,0.00224576508623417,NaN
