cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,0.000409664439223423,1.50293279438535e-05,1.13676533011626e-07,NaN
cell11,0.000109309740383524,0.000200461019166912,3.54610666220366e-05,1.01314053405645e-06
cell2,0.257906881209127,0.0167989958431149,0.00181989102315085,0.00026224150795374
cell3,0.125156012056538,0.018065973694706,0.00340978108721206,NaN
cell6,0.566511839442293,0.431252634550112,0.279920793360608,0.244160510277332
cell8,0.00688224152230273,0.0428589268919033,0.00222325858138676,NaN
