cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,0.000457662362029184,0.00300194383779673,0.0159040175463436,NaN
cell11,5.65879514920623e-05,0.0581718928517704,0.33947588147808,0.366785913608064
cell2,0.00426996513401774,0.250336264730145,0.531505938290963,0.498846233746766
cell3,0.0052874249309754,0.0507978241284574,0.0822323881831214,NaN
cell6,0.513231562424146,0.390528298483675,0.468130802913744,0.192135444150801
cell8,0.0380376344825509,0.474785004579773,0.408006406164774,NaN
