medFDRMatfull1,medFDRMatfull2,medFDRMatfull3,medFDRMatfull4,medFDRMatfull5,medFDRMatfull6,medFDRMatfull7,medFDRMatfull8,medFDRMatfull9,medFDRMatfull10,medFDRMatfull11,medFDRMatfull12,medFDRMatfull13,medFDRMatfull14,medFDRMatfull15,medFDRMatfull16,medFDRMatfull17,medFDRMatfull18,medFDRMatfull19,medFDRMatfull20
0.0502671600818277,0.0795820300530669,NaN,0.409204754355217,NaN,0.0180685789494409,0.0949779418678874,0.10141171045573,0.33222046482704,NaN,0.0249142356726884,0.067771856597474,0.319646275139027,0.682702715852709,NaN,0.347629977691613,0.3181818541833,0.0151590000754936,NaN,NaN
0.0130420112624814,0.114719957041094,NaN,0.272361239703276,NaN,0.0380743476665555,0.0663099192595378,0.000430491500741701,0.353971811833894,NaN,0.0715202496948733,0.106810490778586,5.34204328572259e-05,0.378663377534364,NaN,0.22173560442207,0.111783202801669,0.000180917079061981,NaN,NaN
0.21068288846272,0.0577010106259941,NaN,0.456472768268636,NaN,0.11334250499585,0.0435959210581013,0.00407301912390006,0.526421136125188,NaN,0.165306389814485,0.249831711510274,0.00050367309047839,0.562294119638629,NaN,0.456472768268636,0.133079526619895,0.0209348729162318,0.389498518413149,NaN
0.12911506952537,0.0562109940484144,NaN,0.187297823359965,NaN,0.209878794944677,0.0530789305194002,0.0149923558376721,0.581538136148167,NaN,0.13914993108703,0.0707634401157542,0.0305273365344822,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.143305463633827,0.15984491683998,NaN,0.305553091294418,NaN,0.104129092358276,0.108486314539581,0.0257491935034663,0.51619732636945,NaN,0.303571102201037,0.175363774771405,0.0759207361497471,0.66732318989461,NaN,0.0512794381664735,0.423897546624973,0.0583692678413063,0.83857095921489,NaN
0.101500149505308,0.0784567485890036,NaN,0.327889211230679,NaN,0.0433626538226531,0.026342404634495,0.0107644930640447,0.450898821875761,NaN,0.112624962184617,0.250828774694273,0.000353673881317433,0.0567006339706993,NaN,0.023284061550382,NaN,0.000312681774888945,0.595583569693598,NaN
