medpartR2Matfull1,medpartR2Matfull2,medpartR2Matfull3,medpartR2Matfull4,medpartR2Matfull5,medpartR2Matfull6,medpartR2Matfull7,medpartR2Matfull8,medpartR2Matfull9,medpartR2Matfull10,medpartR2Matfull11,medpartR2Matfull12,medpartR2Matfull13,medpartR2Matfull14,medpartR2Matfull15,medpartR2Matfull16,medpartR2Matfull17,medpartR2Matfull18,medpartR2Matfull19,medpartR2Matfull20
0.0231152960129168,0.0135744679768463,NaN,0.0133536274195122,NaN,0.0452104907611313,0.0283885197184214,0.0169381385242101,0.0112902601307357,NaN,0.0390533933191435,0.0300893920953167,0.0255177762612326,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.0104789582404012,0.00748955043643315,NaN,0.00467014846330846,NaN,0.0234656687343226,0.0184628403608518,0.0147639849336983,0.0124355518108682,NaN,0.02019753916375,0.0173215035645255,0.0348579060383323,0.00949069169024664,NaN,0.0346379679446592,0.0111708979293808,0.0389020434590057,NaN,NaN
0.0059911357950326,0.0110046951744833,NaN,0.0091607049498668,NaN,0.0241638930495681,0.0290391046319361,0.012725089647975,0.0112883891053538,NaN,0.0252466944867651,0.036004475441215,0.0405295981994542,0.0135838611784387,NaN,0.0207249811331061,0.0202681147023038,0.0276064349527354,NaN,NaN
0.00337187820810699,0.00751862744640862,NaN,0.00306772995401518,NaN,0.00571871200179917,0.0139967129528507,0.00755388748981384,0.00375110407618345,NaN,0.00563112237899781,0.013137594997214,0.019213520526221,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.00135415905167323,0.00295757088636079,NaN,0.00208121433382485,NaN,0.0033684526913949,0.00234402849645124,0.00226310592738842,0.00333211355942918,NaN,0.0019328642132869,0.00336469516662697,0.00299444643956601,0.00570442164974586,NaN,NaN,NaN,0.028127080778717,NaN,NaN
0.00692367787804877,0.0133398827355808,NaN,0.00690730917703653,NaN,0.0213060761631018,0.0159373638417044,0.00301273434748071,0.00431241913878161,NaN,0.0087124647315076,0.0162766765061753,0.0245437401659293,NaN,NaN,NaN,NaN,NaN,NaN,NaN
