cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,0.000311718648703548,0.00552270969722915,0.056607597270079,NaN
cell11,5.23445483522879e-05,0.0254089529493566,0.148681528190845,0.339831463492218
cell2,0.00360412540473058,0.198104528540165,0.423331752038728,0.388045091871304
cell3,0.00190884147942167,0.0264375044373258,0.127240576709913,NaN
cell6,0.465568297753855,0.341975625338576,0.508179668559828,0.212953975715483
cell8,0.0311923386230475,0.44852207748579,0.4341560114999,NaN
