cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,0.000154345443420235,0.012180216857901,0.051951090817471,NaN
cell11,7.11380569149276e-06,0.19794106150626,0.279490538834832,0.175193725958462
cell2,0.00292901684051964,0.489067617321593,0.47431771414223,0.294369370291083
cell3,0.000348386177360744,0.0452636614997095,0.0919091309564867,NaN
cell6,0.53831160665344,0.234596106760235,0.343958542445095,0.536557512029961
cell8,0.00525356120289153,0.409321657294834,0.502420327488972,NaN
