cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,0.00146999530579329,0.157526354818594,0.116267751179561,NaN
cell11,0.00773473428564579,0.351051235395504,0.256832222235384,0.202760949763505
cell2,0.0564338618108126,0.143352422728304,0.520865133034909,0.575559601878773
cell3,0.0140736818790108,0.448065364216333,0.480294769104395,NaN
cell6,0.000416534759115388,0.249187304922775,0.321350395173033,0.454652501542617
cell8,0.0510881391548515,0.206758250037046,0.439564969754391,NaN
