cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,0.0629416804721485,0.0327202111374474,0.0214620723876306,NaN
cell11,0.0829259068293403,0.0122886485613914,0.00923076821833086,0.0126943063243728
cell2,0.0503106079952802,0.00212031389738011,0.00226995066781731,0.010627007651805
cell3,0.0562859662891641,0.0227198778048333,0.0170866697971592,NaN
cell6,0.00171588176532639,0.0132391174721097,0.00952594465699655,0.00165751235592945
cell8,0.0575845100056333,0.00410629256656933,0.00248926075436586,NaN
