cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,0.0658720480359634,0.0735777876364907,0.104429949785134,NaN
cell11,0.0594282632623876,0.07226809433277,0.0670588603195229,0.0824406413918963
cell2,0.00936790652416446,0.0331879567372072,0.0380252024866891,0.0515758962654345
cell3,0.0152887347614209,0.0296931630203601,0.0274509447232357,NaN
cell6,0.00302360407026902,0.00393736466352661,0.0123747160702986,0.0186938720486159
cell8,0.0342103671666412,0.0311682301089136,0.062772093801847,NaN
