cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,0.0930798046457396,0.187931892921502,0.317399527755711,NaN
cell11,0.202493930241244,0.189034208850019,0.334996568748671,0.596204513313919
cell2,0.191392211877758,0.219986590363178,0.407691264728531,0.334464164246545
cell3,0.0560304023930998,0.203781190002561,0.4186701763831,NaN
cell6,0.00902258940177413,0.278373369842461,0.405260470467679,0.537385495118344
cell8,0.387814067656906,0.304343191283544,0.267183259666333,NaN
