cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,1.8417644000726e-05,4.26923427341833e-06,4.60395071094243e-07,NaN
cell11,9.6373951724249e-06,0.000151673312886115,8.24116923542809e-06,1.76333463938487e-06
cell2,0.122841904365027,0.0115594565167692,0.00292447387537295,0.000636976424420102
cell3,0.0402588357904289,0.0169978374124568,0.00870400436290304,NaN
cell6,0.506885656749115,0.411692751536824,0.272722723753279,0.25660175272066
cell8,0.00491428670014168,0.0488326746263523,0.00336238034107853,NaN
