cellLabels,Layer1,Layer2,Layer3,Layer4
cell1,0.0864345950481591,0.0854320701209744,0.100341765296528,NaN
cell11,0.0899965348800718,0.0625951181066751,0.0930053221867099,0.119022577797117
cell2,0.0104614617528371,0.0490996559730871,0.0867635281515655,0.076355133628102
cell3,0.0151560975628144,0.0295241401530511,0.0346984746179547,NaN
cell6,0.00195500282825368,0.00303052971439196,0.00520547982349019,0.0116576376460288
cell8,0.0582951485916717,0.0341527756598285,0.0625182371664742,NaN
